abbreviation_subsector,subsector,variable_field,variable,area,energy,length,mass,monetary,power,volume,emission_gas
soil,Soil Management,qty_soil_organic_c_stock_wet_climate_tonne_per_ha,Soil Organic C Stocks,ha,,,tonne,,,,
soil,Soil Management,qtyinit_soil_liming_dolomite_applied_to_soils_kt,Initial Liming Dolomite Applied to Soils,,,,kt,,,,
soil,Soil Management,qtyinit_soil_liming_limestone_applied_to_soils_kt,Initial Liming Limestone Applied to Soils,,,,kt,,,,
soil,Soil Management,qtyinit_soil_synthetic_fertilizer_kt,Initial Synthetic Fertilizer Use,,,,kt,,,,
soil,Soil Management,ratio_soil_organic_matter_c_to_n,C to N Ratio of Soil Organic Matter,,,,,,,,
waso,Solid Waste,ef_waso_biogas_kg_ch4_per_kg_food,:math:\text{CH}_4 Anaerobic Biogas Emission Factor,,,,kg,,,,ch4
waso,Solid Waste,ef_waso_biogas_kg_ch4_per_kg_sludge,:math:\text{CH}_4 Anaerobic Biogas Emission Factor,,,,kg,,,,ch4
waso,Solid Waste,ef_waso_biogas_kg_ch4_per_kg_yard,:math:\text{CH}_4 Anaerobic Biogas Emission Factor,,,,kg,,,,ch4
waso,Solid Waste,ef_waso_compost_kg_ch4_per_kg_food,:math:\text{CH}_4 Composting Emission Factor,,,,kg,,,,ch4
waso,Solid Waste,ef_waso_compost_kg_ch4_per_kg_sludge,:math:\text{CH}_4 Composting Emission Factor,,,,kg,,,,ch4
waso,Solid Waste,ef_waso_compost_kg_ch4_per_kg_yard,:math:\text{CH}_4 Composting Emission Factor,,,,kg,,,,ch4
waso,Solid Waste,ef_waso_compost_kg_n2o_per_kg_food,:math:\text{N}_2\text{O} Composting Emission Factor,,,,kg,,,,n2o
waso,Solid Waste,ef_waso_compost_kg_n2o_per_kg_sludge,:math:\text{N}_2\text{O} Composting Emission Factor,,,,kg,,,,n2o
waso,Solid Waste,ef_waso_compost_kg_n2o_per_kg_yard,:math:\text{N}_2\text{O} Composting Emission Factor,,,,kg,,,,n2o
waso,Solid Waste,ef_waso_incineration_kg_ch4_per_kg_isw,:math:\text{CH}_4 ISW Incineration Emission Factor,,,,kg,,,,ch4
waso,Solid Waste,ef_waso_incineration_kg_ch4_per_kg_msw,:math:\text{CH}_4 MSW Incineration Emission Factor,,,,kg,,,,ch4
waso,Solid Waste,ef_waso_incineration_tonne_n2o_per_tonne_chemical_industrial,:math:\text{N}_2\text{O} Incineration Emission Factor,,,,tonne,,,,n2o
waso,Solid Waste,ef_waso_incineration_tonne_n2o_per_tonne_food,:math:\text{N}_2\text{O} Incineration Emission Factor,,,,tonne,,,,n2o
waso,Solid Waste,ef_waso_incineration_tonne_n2o_per_tonne_glass,:math:\text{N}_2\text{O} Incineration Emission Factor,,,,tonne,,,,n2o
waso,Solid Waste,ef_waso_incineration_tonne_n2o_per_tonne_metal,:math:\text{N}_2\text{O} Incineration Emission Factor,,,,tonne,,,,n2o
waso,Solid Waste,ef_waso_incineration_tonne_n2o_per_tonne_nappies,:math:\text{N}_2\text{O} Incineration Emission Factor,,,,tonne,,,,n2o
waso,Solid Waste,ef_waso_incineration_tonne_n2o_per_tonne_other,:math:\text{N}_2\text{O} Incineration Emission Factor,,,,tonne,,,,n2o
waso,Solid Waste,ef_waso_incineration_tonne_n2o_per_tonne_paper,:math:\text{N}_2\text{O} Incineration Emission Factor,,,,tonne,,,,n2o
waso,Solid Waste,ef_waso_incineration_tonne_n2o_per_tonne_plastic,:math:\text{N}_2\text{O} Incineration Emission Factor,,,,tonne,,,,n2o
waso,Solid Waste,ef_waso_incineration_tonne_n2o_per_tonne_rubber_leather,:math:\text{N}_2\text{O} Incineration Emission Factor,,,,tonne,,,,n2o
waso,Solid Waste,ef_waso_incineration_tonne_n2o_per_tonne_sludge,:math:\text{N}_2\text{O} Incineration Emission Factor,,,,tonne,,,,n2o
waso,Solid Waste,ef_waso_incineration_tonne_n2o_per_tonne_textiles,:math:\text{N}_2\text{O} Incineration Emission Factor,,,,tonne,,,,n2o
waso,Solid Waste,ef_waso_incineration_tonne_n2o_per_tonne_wood,:math:\text{N}_2\text{O} Incineration Emission Factor,,,,tonne,,,,n2o
waso,Solid Waste,ef_waso_incineration_tonne_n2o_per_tonne_yard,:math:\text{N}_2\text{O} Incineration Emission Factor,,,,tonne,,,,n2o
waso,Solid Waste,elasticity_waso_msw_to_gdppc_chemical_industrial,Elasticity of Municipal Solid Waste Produced to GDP per Capita,,,,,,,,
waso,Solid Waste,elasticity_waso_msw_to_gdppc_food,Elasticity of Municipal Solid Waste Produced to GDP per Capita,,,,,,,,
waso,Solid Waste,elasticity_waso_msw_to_gdppc_glass,Elasticity of Municipal Solid Waste Produced to GDP per Capita,,,,,,,,
waso,Solid Waste,elasticity_waso_msw_to_gdppc_metal,Elasticity of Municipal Solid Waste Produced to GDP per Capita,,,,,,,,
waso,Solid Waste,elasticity_waso_msw_to_gdppc_nappies,Elasticity of Municipal Solid Waste Produced to GDP per Capita,,,,,,,,
waso,Solid Waste,elasticity_waso_msw_to_gdppc_other,Elasticity of Municipal Solid Waste Produced to GDP per Capita,,,,,,,,
waso,Solid Waste,elasticity_waso_msw_to_gdppc_paper,Elasticity of Municipal Solid Waste Produced to GDP per Capita,,,,,,,,
waso,Solid Waste,elasticity_waso_msw_to_gdppc_plastic,Elasticity of Municipal Solid Waste Produced to GDP per Capita,,,,,,,,
waso,Solid Waste,elasticity_waso_msw_to_gdppc_rubber_leather,Elasticity of Municipal Solid Waste Produced to GDP per Capita,,,,,,,,
waso,Solid Waste,elasticity_waso_msw_to_gdppc_sludge,Elasticity of Municipal Solid Waste Produced to GDP per Capita,,,,,,,,
waso,Solid Waste,elasticity_waso_msw_to_gdppc_textiles,Elasticity of Municipal Solid Waste Produced to GDP per Capita,,,,,,,,
waso,Solid Waste,elasticity_waso_msw_to_gdppc_wood,Elasticity of Municipal Solid Waste Produced to GDP per Capita,,,,,,,,
waso,Solid Waste,elasticity_waso_msw_to_gdppc_yard,Elasticity of Municipal Solid Waste Produced to GDP per Capita,,,,,,,,
waso,Solid Waste,factor_waso_waste_per_capita_scalar_chemical_industrial,Waste Per Capita Scale Factor,,,,,,,,
waso,Solid Waste,factor_waso_waste_per_capita_scalar_food,Waste Per Capita Scale Factor,,,,,,,,
waso,Solid Waste,factor_waso_waste_per_capita_scalar_glass,Waste Per Capita Scale Factor,,,,,,,,
waso,Solid Waste,factor_waso_waste_per_capita_scalar_metal,Waste Per Capita Scale Factor,,,,,,,,
waso,Solid Waste,factor_waso_waste_per_capita_scalar_nappies,Waste Per Capita Scale Factor,,,,,,,,
waso,Solid Waste,factor_waso_waste_per_capita_scalar_other,Waste Per Capita Scale Factor,,,,,,,,
waso,Solid Waste,factor_waso_waste_per_capita_scalar_paper,Waste Per Capita Scale Factor,,,,,,,,
waso,Solid Waste,factor_waso_waste_per_capita_scalar_plastic,Waste Per Capita Scale Factor,,,,,,,,
waso,Solid Waste,factor_waso_waste_per_capita_scalar_rubber_leather,Waste Per Capita Scale Factor,,,,,,,,
waso,Solid Waste,factor_waso_waste_per_capita_scalar_sludge,Waste Per Capita Scale Factor,,,,,,,,
waso,Solid Waste,factor_waso_waste_per_capita_scalar_textiles,Waste Per Capita Scale Factor,,,,,,,,
waso,Solid Waste,factor_waso_waste_per_capita_scalar_wood,Waste Per Capita Scale Factor,,,,,,,,
waso,Solid Waste,factor_waso_waste_per_capita_scalar_yard,Waste Per Capita Scale Factor,,,,,,,,
waso,Solid Waste,frac_waso_biogas_food,Fraction of Waste Treated Anaerobically,,,,,,,,
waso,Solid Waste,frac_waso_biogas_sludge,Fraction of Waste Treated Anaerobically,,,,,,,,
waso,Solid Waste,frac_waso_biogas_yard,Fraction of Waste Treated Anaerobically,,,,,,,,
waso,Solid Waste,frac_waso_compost_food,Fraction of Waste Composted,,,,,,,,
waso,Solid Waste,frac_waso_compost_methane_flared,Fraction of Methane Flared at Composting Facilities,,,,,,,,
waso,Solid Waste,frac_waso_compost_sludge,Fraction of Waste Composted,,,,,,,,
waso,Solid Waste,frac_waso_compost_yard,Fraction of Waste Composted,,,,,,,,
waso,Solid Waste,frac_waso_initial_composition_ind_chemical_industrial,Initial Composition Fraction Industrial Solid Waste,,,,,,,,
waso,Solid Waste,frac_waso_initial_composition_ind_food,Initial Composition Fraction Industrial Solid Waste,,,,,,,,
waso,Solid Waste,frac_waso_initial_composition_ind_glass,Initial Composition Fraction Industrial Solid Waste,,,,,,,,
waso,Solid Waste,frac_waso_initial_composition_ind_metal,Initial Composition Fraction Industrial Solid Waste,,,,,,,,
waso,Solid Waste,frac_waso_initial_composition_ind_nappies,Initial Composition Fraction Industrial Solid Waste,,,,,,,,
waso,Solid Waste,frac_waso_initial_composition_ind_other,Initial Composition Fraction Industrial Solid Waste,,,,,,,,
waso,Solid Waste,frac_waso_initial_composition_ind_paper,Initial Composition Fraction Industrial Solid Waste,,,,,,,,
waso,Solid Waste,frac_waso_initial_composition_ind_plastic,Initial Composition Fraction Industrial Solid Waste,,,,,,,,
waso,Solid Waste,frac_waso_initial_composition_ind_rubber_leather,Initial Composition Fraction Industrial Solid Waste,,,,,,,,
waso,Solid Waste,frac_waso_initial_composition_ind_sludge,Initial Composition Fraction Industrial Solid Waste,,,,,,,,
waso,Solid Waste,frac_waso_initial_composition_ind_textiles,Initial Composition Fraction Industrial Solid Waste,,,,,,,,
waso,Solid Waste,frac_waso_initial_composition_ind_wood,Initial Composition Fraction Industrial Solid Waste,,,,,,,,
waso,Solid Waste,frac_waso_initial_composition_ind_yard,Initial Composition Fraction Industrial Solid Waste,,,,,,,,
waso,Solid Waste,frac_waso_initial_composition_mun_chemical_industrial,Initial Composition Fraction Municipal Solid Waste,,,,,,,,
waso,Solid Waste,frac_waso_initial_composition_mun_food,Initial Composition Fraction Municipal Solid Waste,,,,,,,,
waso,Solid Waste,frac_waso_initial_composition_mun_glass,Initial Composition Fraction Municipal Solid Waste,,,,,,,,
waso,Solid Waste,frac_waso_initial_composition_mun_metal,Initial Composition Fraction Municipal Solid Waste,,,,,,,,
waso,Solid Waste,frac_waso_initial_composition_mun_nappies,Initial Composition Fraction Municipal Solid Waste,,,,,,,,
waso,Solid Waste,frac_waso_initial_composition_mun_other,Initial Composition Fraction Municipal Solid Waste,,,,,,,,
waso,Solid Waste,frac_waso_initial_composition_mun_paper,Initial Composition Fraction Municipal Solid Waste,,,,,,,,
waso,Solid Waste,frac_waso_initial_composition_mun_plastic,Initial Composition Fraction Municipal Solid Waste,,,,,,,,
waso,Solid Waste,frac_waso_initial_composition_mun_rubber_leather,Initial Composition Fraction Municipal Solid Waste,,,,,,,,
waso,Solid Waste,frac_waso_initial_composition_mun_sludge,Initial Composition Fraction Municipal Solid Waste,,,,,,,,
waso,Solid Waste,frac_waso_initial_composition_mun_textiles,Initial Composition Fraction Municipal Solid Waste,,,,,,,,
waso,Solid Waste,frac_waso_initial_composition_mun_wood,Initial Composition Fraction Municipal Solid Waste,,,,,,,,
waso,Solid Waste,frac_waso_initial_composition_mun_yard,Initial Composition Fraction Municipal Solid Waste,,,,,,,,
waso,Solid Waste,frac_waso_isw_incinerated_recovered_for_energy,Fraction of ISW Incineration Recovered for Energy,,,,,,,,
waso,Solid Waste,frac_waso_landfill_gas_recovered,Fraction of Landfill Gas Recovered at Landfills,,,,,,,,
waso,Solid Waste,frac_waso_lgc_recovered_for_energy,Fraction of Landfill Gas Recovered for Energy,,,,,,,,
waso,Solid Waste,frac_waso_msw_incinerated_recovered_for_energy,Fraction of MSW Incineration Recovered for Energy,,,,,,,,
waso,Solid Waste,frac_waso_non_recycled_incinerated,Fraction of Non-Recycled Solid Waste Incinerated,,,,,,,,
waso,Solid Waste,frac_waso_non_recycled_landfilled,Fraction of Non-Recycled Solid Waste Landfilled,,,,,,,,
waso,Solid Waste,frac_waso_non_recycled_open_dump,Fraction of Non-Recycled Solid Waste Open Dumps,,,,,,,,
waso,Solid Waste,frac_waso_recycled_glass,Fraction of Waste Recycled,,,,,,,,
waso,Solid Waste,frac_waso_recycled_metal,Fraction of Waste Recycled,,,,,,,,
waso,Solid Waste,frac_waso_recycled_paper,Fraction of Waste Recycled,,,,,,,,
waso,Solid Waste,frac_waso_recycled_plastic,Fraction of Waste Recycled,,,,,,,,
waso,Solid Waste,frac_waso_recycled_rubber_leather,Fraction of Waste Recycled,,,,,,,,
waso,Solid Waste,frac_waso_recycled_textiles,Fraction of Waste Recycled,,,,,,,,
waso,Solid Waste,frac_waso_recycled_wood,Fraction of Waste Recycled,,,,,,,,
waso,Solid Waste,gasrf_waso_biogas,Biogas Recovery Factor,,,,,,,,
waso,Solid Waste,gasrf_waso_landfill_to_ch4,:math:\text{CH}_4 Recovery Factor Landfill Gas,,,,,,,,ch4
waso,Solid Waste,historical_back_projection_growth_rate,Historical Back Projection Growth Rate in Solid Waste Generation,,,,,,,,
waso,Solid Waste,mcf_waso_average_landfilled,Average Methane Correction Factor at Landfills,,,,,,,,
waso,Solid Waste,mcf_waso_average_open_dump,Average Methane Correction Factor for Open Dumping,,,,,,,,
waso,Solid Waste,oxf_waso_average_landfilled,Average Oxidization Factor at Landfills,,,,,,,,
waso,Solid Waste,physparam_waso_k_chemical_industrial,K,,,,,,,,
waso,Solid Waste,physparam_waso_k_food,K,,,,,,,,
waso,Solid Waste,physparam_waso_k_glass,K,,,,,,,,
waso,Solid Waste,physparam_waso_k_metal,K,,,,,,,,
waso,Solid Waste,physparam_waso_k_nappies,K,,,,,,,,
waso,Solid Waste,physparam_waso_k_other,K,,,,,,,,
waso,Solid Waste,physparam_waso_k_paper,K,,,,,,,,
waso,Solid Waste,physparam_waso_k_plastic,K,,,,,,,,
waso,Solid Waste,physparam_waso_k_rubber_leather,K,,,,,,,,
waso,Solid Waste,physparam_waso_k_sludge,K,,,,,,,,
waso,Solid Waste,physparam_waso_k_textiles,K,,,,,,,,
waso,Solid Waste,physparam_waso_k_wood,K,,,,,,,,
waso,Solid Waste,physparam_waso_k_yard,K,,,,,,,,
waso,Solid Waste,qty_waso_annual_waste_collected_tonne_per_vehicle,Average Annual Waste Transported Per Waste Collection Vehicle,,,,tonne,,,,
waso,Solid Waste,qty_waso_industrial_waste_kt_per_mmm_gdp,Per GDP Industrial Solid Waste Generated,,,,kt,,,,
waso,Solid Waste,qty_waso_initial_municipal_waste_tonne_per_capita,Initial Per Capita Municipal Solid Waste Generated,,,,tonne,,,,
waso,Solid Waste,vkmt_per_vehicle_waso,Average VKMT Per Waste Collection Vehicle,,,,,,,,
scoe,Stationary Combustion and Other Energy,consumpinit_scoe_gj_per_hh_residential_elec_appliances,SCOE Initial Per Household Electric Appliances Energy Consumption,,gj,,,,,,
scoe,Stationary Combustion and Other Energy,consumpinit_scoe_gj_per_hh_residential_heat_energy,SCOE Initial Per Household Heat Energy Consumption,,gj,,,,,,
scoe,Stationary Combustion and Other Energy,consumpinit_scoe_tj_per_mmmgdp_commercial_municipal_elec_appliances,SCOE Initial Per GDP Electric Appliances Energy Consumption,,tj,,,,,,
scoe,Stationary Combustion and Other Energy,consumpinit_scoe_tj_per_mmmgdp_commercial_municipal_heat_energy,SCOE Initial Per GDP Heat Energy Consumption,,tj,,,,,,
scoe,Stationary Combustion and Other Energy,consumpinit_scoe_tj_per_mmmgdp_other_se_elec_appliances,SCOE Initial Per GDP Electric Appliances Energy Consumption,,tj,,,,,,
scoe,Stationary Combustion and Other Energy,consumpinit_scoe_tj_per_mmmgdp_other_se_heat_energy,SCOE Initial Per GDP Heat Energy Consumption,,tj,,,,,,
scoe,Stationary Combustion and Other Energy,efficfactor_scoe_heat_energy_commercial_municipal_coal,SCOE Efficiency Factor for Heat Energy from Coal,,,,,,,,
scoe,Stationary Combustion and Other Energy,efficfactor_scoe_heat_energy_commercial_municipal_diesel,SCOE Efficiency Factor for Heat Energy from Diesel,,,,,,,,
scoe,Stationary Combustion and Other Energy,efficfactor_scoe_heat_energy_commercial_municipal_electricity,SCOE Efficiency Factor for Heat Energy from Electricity,,,,,,,,
scoe,Stationary Combustion and Other Energy,efficfactor_scoe_heat_energy_commercial_municipal_gasoline,SCOE Efficiency Factor for Heat Energy from Gasoline,,,,,,,,
scoe,Stationary Combustion and Other Energy,efficfactor_scoe_heat_energy_commercial_municipal_hydrocarbon_gas_liquids,SCOE Efficiency Factor for Heat Energy from Hydrocarbon Gas Liquids,,,,,,,,
scoe,Stationary Combustion and Other Energy,efficfactor_scoe_heat_energy_commercial_municipal_hydrogen,SCOE Efficiency Factor for Heat Energy from Hydrogen,,,,,,,,
scoe,Stationary Combustion and Other Energy,efficfactor_scoe_heat_energy_commercial_municipal_kerosene,SCOE Efficiency Factor for Heat Energy from Kerosene,,,,,,,,
scoe,Stationary Combustion and Other Energy,efficfactor_scoe_heat_energy_commercial_municipal_natural_gas,SCOE Efficiency Factor for Heat Energy from Natural Gas,,,,,,,,
scoe,Stationary Combustion and Other Energy,efficfactor_scoe_heat_energy_commercial_municipal_solid_biomass,SCOE Efficiency Factor for Heat Energy from Solid Biomass,,,,,,,,
scoe,Stationary Combustion and Other Energy,efficfactor_scoe_heat_energy_other_se_coal,SCOE Efficiency Factor for Heat Energy from Coal,,,,,,,,
scoe,Stationary Combustion and Other Energy,efficfactor_scoe_heat_energy_other_se_diesel,SCOE Efficiency Factor for Heat Energy from Diesel,,,,,,,,
scoe,Stationary Combustion and Other Energy,efficfactor_scoe_heat_energy_other_se_electricity,SCOE Efficiency Factor for Heat Energy from Electricity,,,,,,,,
scoe,Stationary Combustion and Other Energy,efficfactor_scoe_heat_energy_other_se_gasoline,SCOE Efficiency Factor for Heat Energy from Gasoline,,,,,,,,
scoe,Stationary Combustion and Other Energy,efficfactor_scoe_heat_energy_other_se_hydrocarbon_gas_liquids,SCOE Efficiency Factor for Heat Energy from Hydrocarbon Gas Liquids,,,,,,,,
scoe,Stationary Combustion and Other Energy,efficfactor_scoe_heat_energy_other_se_hydrogen,SCOE Efficiency Factor for Heat Energy from Hydrogen,,,,,,,,
scoe,Stationary Combustion and Other Energy,efficfactor_scoe_heat_energy_other_se_kerosene,SCOE Efficiency Factor for Heat Energy from Kerosene,,,,,,,,
scoe,Stationary Combustion and Other Energy,efficfactor_scoe_heat_energy_other_se_natural_gas,SCOE Efficiency Factor for Heat Energy from Natural Gas,,,,,,,,
scoe,Stationary Combustion and Other Energy,efficfactor_scoe_heat_energy_other_se_solid_biomass,SCOE Efficiency Factor for Heat Energy from Solid Biomass,,,,,,,,
scoe,Stationary Combustion and Other Energy,efficfactor_scoe_heat_energy_residential_coal,SCOE Efficiency Factor for Heat Energy from Coal,,,,,,,,
scoe,Stationary Combustion and Other Energy,efficfactor_scoe_heat_energy_residential_diesel,SCOE Efficiency Factor for Heat Energy from Diesel,,,,,,,,
scoe,Stationary Combustion and Other Energy,efficfactor_scoe_heat_energy_residential_electricity,SCOE Efficiency Factor for Heat Energy from Electricity,,,,,,,,
scoe,Stationary Combustion and Other Energy,efficfactor_scoe_heat_energy_residential_gasoline,SCOE Efficiency Factor for Heat Energy from Gasoline,,,,,,,,
scoe,Stationary Combustion and Other Energy,efficfactor_scoe_heat_energy_residential_hydrocarbon_gas_liquids,SCOE Efficiency Factor for Heat Energy from Hydrocarbon Gas Liquids,,,,,,,,
scoe,Stationary Combustion and Other Energy,efficfactor_scoe_heat_energy_residential_hydrogen,SCOE Efficiency Factor for Heat Energy from Hydrogen,,,,,,,,
scoe,Stationary Combustion and Other Energy,efficfactor_scoe_heat_energy_residential_kerosene,SCOE Efficiency Factor for Heat Energy from Kerosene,,,,,,,,
scoe,Stationary Combustion and Other Energy,efficfactor_scoe_heat_energy_residential_natural_gas,SCOE Efficiency Factor for Heat Energy from Natural Gas,,,,,,,,
scoe,Stationary Combustion and Other Energy,efficfactor_scoe_heat_energy_residential_solid_biomass,SCOE Efficiency Factor for Heat Energy from Solid Biomass,,,,,,,,
scoe,Stationary Combustion and Other Energy,elasticity_scoe_enerdem_per_hh_residential_elec_appliances_to_gdppc,SCOE Elasticity of Per Household Electrical Applicance Demand to GDP Per Capita,,,,,,,,
scoe,Stationary Combustion and Other Energy,elasticity_scoe_enerdem_per_hh_residential_heat_energy_to_gdppc,SCOE Elasticity of Per Household Heat Energy Demand to GDP Per Capita,,,,,,,,
scoe,Stationary Combustion and Other Energy,elasticity_scoe_enerdem_per_mmmgdp_commercial_municipal_elec_appliances_to_gdppc,SCOE Elasticity of Per GDP Electrical Applicance Demand to GDP Per Capita,,,,,,,,
scoe,Stationary Combustion and Other Energy,elasticity_scoe_enerdem_per_mmmgdp_commercial_municipal_heat_energy_to_gdppc,SCOE Elasticity of Per GDP Heat Energy Demand to GDP Per Capita,,,,,,,,
scoe,Stationary Combustion and Other Energy,elasticity_scoe_enerdem_per_mmmgdp_other_se_elec_appliances_to_gdppc,SCOE Elasticity of Per GDP Electrical Applicance Demand to GDP Per Capita,,,,,,,,
scoe,Stationary Combustion and Other Energy,elasticity_scoe_enerdem_per_mmmgdp_other_se_heat_energy_to_gdppc,SCOE Elasticity of Per GDP Heat Energy Demand to GDP Per Capita,,,,,,,,
scoe,Stationary Combustion and Other Energy,frac_scoe_heat_energy_commercial_municipal_coal,SCOE Fraction Heat Energy Demand Coal,,,,,,,,
scoe,Stationary Combustion and Other Energy,frac_scoe_heat_energy_commercial_municipal_diesel,SCOE Fraction Heat Energy Demand Diesel,,,,,,,,
scoe,Stationary Combustion and Other Energy,frac_scoe_heat_energy_commercial_municipal_electricity,SCOE Fraction Heat Energy Demand Electricity,,,,,,,,
scoe,Stationary Combustion and Other Energy,frac_scoe_heat_energy_commercial_municipal_gasoline,SCOE Fraction Heat Energy Demand Gasoline,,,,,,,,
scoe,Stationary Combustion and Other Energy,frac_scoe_heat_energy_commercial_municipal_hydrocarbon_gas_liquids,SCOE Fraction Heat Energy Demand Hydrocarbon Gas Liquids,,,,,,,,
scoe,Stationary Combustion and Other Energy,frac_scoe_heat_energy_commercial_municipal_hydrogen,SCOE Fraction Heat Energy Demand Hydrogen,,,,,,,,
scoe,Stationary Combustion and Other Energy,frac_scoe_heat_energy_commercial_municipal_kerosene,SCOE Fraction Heat Energy Demand Kerosene,,,,,,,,
scoe,Stationary Combustion and Other Energy,frac_scoe_heat_energy_commercial_municipal_natural_gas,SCOE Fraction Heat Energy Demand Natural Gas,,,,,,,,
scoe,Stationary Combustion and Other Energy,frac_scoe_heat_energy_commercial_municipal_solid_biomass,SCOE Fraction Heat Energy Demand Solid Biomass,,,,,,,,
scoe,Stationary Combustion and Other Energy,frac_scoe_heat_energy_other_se_coal,SCOE Fraction Heat Energy Demand Coal,,,,,,,,
scoe,Stationary Combustion and Other Energy,frac_scoe_heat_energy_other_se_diesel,SCOE Fraction Heat Energy Demand Diesel,,,,,,,,
scoe,Stationary Combustion and Other Energy,frac_scoe_heat_energy_other_se_electricity,SCOE Fraction Heat Energy Demand Electricity,,,,,,,,
scoe,Stationary Combustion and Other Energy,frac_scoe_heat_energy_other_se_gasoline,SCOE Fraction Heat Energy Demand Gasoline,,,,,,,,
scoe,Stationary Combustion and Other Energy,frac_scoe_heat_energy_other_se_hydrocarbon_gas_liquids,SCOE Fraction Heat Energy Demand Hydrocarbon Gas Liquids,,,,,,,,
scoe,Stationary Combustion and Other Energy,frac_scoe_heat_energy_other_se_hydrogen,SCOE Fraction Heat Energy Demand Hydrogen,,,,,,,,
scoe,Stationary Combustion and Other Energy,frac_scoe_heat_energy_other_se_kerosene,SCOE Fraction Heat Energy Demand Kerosene,,,,,,,,
scoe,Stationary Combustion and Other Energy,frac_scoe_heat_energy_other_se_natural_gas,SCOE Fraction Heat Energy Demand Natural Gas,,,,,,,,
scoe,Stationary Combustion and Other Energy,frac_scoe_heat_energy_other_se_solid_biomass,SCOE Fraction Heat Energy Demand Solid Biomass,,,,,,,,
scoe,Stationary Combustion and Other Energy,frac_scoe_heat_energy_residential_coal,SCOE Fraction Heat Energy Demand Coal,,,,,,,,
scoe,Stationary Combustion and Other Energy,frac_scoe_heat_energy_residential_diesel,SCOE Fraction Heat Energy Demand Diesel,,,,,,,,
scoe,Stationary Combustion and Other Energy,frac_scoe_heat_energy_residential_electricity,SCOE Fraction Heat Energy Demand Electricity,,,,,,,,
scoe,Stationary Combustion and Other Energy,frac_scoe_heat_energy_residential_gasoline,SCOE Fraction Heat Energy Demand Gasoline,,,,,,,,
scoe,Stationary Combustion and Other Energy,frac_scoe_heat_energy_residential_hydrocarbon_gas_liquids,SCOE Fraction Heat Energy Demand Hydrocarbon Gas Liquids,,,,,,,,
scoe,Stationary Combustion and Other Energy,frac_scoe_heat_energy_residential_hydrogen,SCOE Fraction Heat Energy Demand Hydrogen,,,,,,,,
scoe,Stationary Combustion and Other Energy,frac_scoe_heat_energy_residential_kerosene,SCOE Fraction Heat Energy Demand Kerosene,,,,,,,,
scoe,Stationary Combustion and Other Energy,frac_scoe_heat_energy_residential_natural_gas,SCOE Fraction Heat Energy Demand Natural Gas,,,,,,,,
scoe,Stationary Combustion and Other Energy,frac_scoe_heat_energy_residential_solid_biomass,SCOE Fraction Heat Energy Demand Solid Biomass,,,,,,,,
scoe,Stationary Combustion and Other Energy,scalar_scoe_appliance_energy_demand_commercial_municipal,SCOE Appliance Energy Demand Scalar,,,,,,,,
scoe,Stationary Combustion and Other Energy,scalar_scoe_appliance_energy_demand_other_se,SCOE Appliance Energy Demand Scalar,,,,,,,,
scoe,Stationary Combustion and Other Energy,scalar_scoe_appliance_energy_demand_residential,SCOE Appliance Energy Demand Scalar,,,,,,,,
scoe,Stationary Combustion and Other Energy,scalar_scoe_heat_energy_demand_commercial_municipal,SCOE Heat Energy Demand Scalar,,,,,,,,
scoe,Stationary Combustion and Other Energy,scalar_scoe_heat_energy_demand_other_se,SCOE Heat Energy Demand Scalar,,,,,,,,
scoe,Stationary Combustion and Other Energy,scalar_scoe_heat_energy_demand_residential,SCOE Heat Energy Demand Scalar,,,,,,,,
trns,Transportation,avgload_trns_freight_tonne_per_vehicle_aviation,Average Freight Vehicle Load,,,,tonne,,,,
trns,Transportation,avgload_trns_freight_tonne_per_vehicle_rail_freight,Average Freight Vehicle Load,,,,tonne,,,,
trns,Transportation,avgload_trns_freight_tonne_per_vehicle_road_heavy_freight,Average Freight Vehicle Load,,,,tonne,,,,
trns,Transportation,avgload_trns_freight_tonne_per_vehicle_water_borne,Average Freight Vehicle Load,,,,tonne,,,,
trns,Transportation,ef_trns_mobile_combustion_aviation_kg_ch4_per_tj_kerosene,:math:\text{CH}_4 Kerosene Mobile Combustion Emission Factor,,tj,,kg,,,,ch4
trns,Transportation,ef_trns_mobile_combustion_aviation_kg_n2o_per_tj_kerosene,:math:\text{N}_2\text{O} Kerosene Mobile Combustion Emission Factor,,tj,,kg,,,,n2o
trns,Transportation,ef_trns_mobile_combustion_powered_bikes_kg_ch4_per_tj_gasoline,:math:\text{CH}_4 Gasoline Mobile Combustion Emission Factor,,tj,,kg,,,,ch4
trns,Transportation,ef_trns_mobile_combustion_powered_bikes_kg_n2o_per_tj_gasoline,:math:\text{N}_2\text{O} Gasoline Mobile Combustion Emission Factor,,tj,,kg,,,,n2o
trns,Transportation,ef_trns_mobile_combustion_public_kg_ch4_per_tj_biofuels,:math:\text{CH}_4 Biofuels Mobile Combustion Emission Factor,,tj,,kg,,,,ch4
trns,Transportation,ef_trns_mobile_combustion_public_kg_ch4_per_tj_diesel,:math:\text{CH}_4 Diesel Mobile Combustion Emission Factor,,tj,,kg,,,,ch4
trns,Transportation,ef_trns_mobile_combustion_public_kg_ch4_per_tj_gasoline,:math:\text{CH}_4 Gasoline Mobile Combustion Emission Factor,,tj,,kg,,,,ch4
